title,authors,average_rating,isbn,language_code,  num_pages,ratings_count,publication_date,publisher
Capitalism: The Unknown Ideal,Ayn Rand/Nathaniel Branden/Alan Greenspan/Robert Hessen,3.88,451147952,eng,340,3501,1986,Signet
Letters of Ayn Rand,Ayn Rand/Michael S. Berliner/Leonard Peikoff,3.96,452274044,eng,681,18,1997,NAL
Sailing for Dummies,J.J. Isler/Peter Isler,3.95,471791431,eng,416,150,2006,For Dummies
Sailing from Byzantium: How a Lost Empire Shaped the World,Colin  Wells,3.88,553803816,eng,368,646,2006,Delacorte Press
Sailing Alone Around the Room: New and Selected Poems,Billy Collins,4.23,375755195,eng,192,12180,2002,Random House Trade Paperbacks
The Greatest Sailing Stories Ever Told: Twenty-Seven Unforgettable Stories,Christopher Caswell,3.62,1592283195,eng,286,51,2004,Lyons Press
"Natural Cures ""They"" Don't Want You to Know about",Kevin Trudeau,3.09,975599518,en-US,571,1601,2004,Alliance Publishing
The Natural,Bernard Malamud/Kevin Baker,3.63,374502005,eng,231,8854,2003,Farrar Straus Giroux
Digging to America,Anne Tyler,3.55,307263940,eng,277,17155,2006,Alfred A. Knopf
Rereading America: Cultural Contexts for Critical Thinking and Writing,Gary Colombo/Bonnie Lisle,3.77,312405545,eng,826,44,2004,Bedford Books
Modern Latin America,Thomas E. Skidmore/Peter H. Smith,3.59,019517013X,en-US,528,234,2004,Oxford University Press  USA
The Plot Against America,Philip Roth,3.77,1400079497,eng,391,33321,2005,Vintage International
Naked Pictures of Famous People,Jon   Stewart,3.59,688171621,en-GB,164,8703,1999,Dey Street Books
Collected Stories,Gabriel García Márquez/Gregory Rabassa/J.S. Bernstein,4.19,60932686,eng,352,6375,2008,Harper Perennial Modern Classics
Crónica de una muerte anunciada,Gabriel García Márquez,3.97,1400034957,spa,118,7888,2003,Vintage Espanol
Cien años de soledad,Gabriel García Márquez,4.07,307350428,spa,496,130,2006,Plaza y Janes
Del amor y otros demonios,Gabriel García Márquez,3.98,307350444,spa,176,4508,2006,Plaza y Janes
Living to Tell the Tale,Gabriel García Márquez/Edith Grossman,3.99,140003454X,eng,533,397,2004,Vintage
Memoria de mis putas tristes,Gabriel García Márquez,3.6,1400095808,spa,112,5856,2004,Vintage Espanol
The Elegant Universe: Superstrings  Hidden Dimensions  and the Quest for the Ultimate Theory,Brian Greene,4.07,375708111,eng,425,32569,2004,Vintage Books USA
Pure and Simple: The Extraordinary Teachings of a Thai Buddhist Laywoman,Upasika Kee Nanayon/Thanissaro Bhikkhu,4.29,086171492X,eng,288,37,2005,Wisdom Publications
The Mini Rough Guide to London,Rob Humphreys/Beth Chaplin/Rebecca Morrill,3.75,184353584X,eng,363,1,2006,Rough Guides
Best of London (Lonely Planet Best Of),Lonely Planet/Sarah Johnstone/Steve Fallon,3.83,1740594770,eng,128,11,2004,Lonely Planet
Lonely Planet Londres,Lonely Planet/Sarah Johnstone/Tom Masters,4.03,8408064762,spa,480,0,2006,Geoplaneta
Out to Eat London 2002 (Lonely Planet Out to Eat),Lonely Planet/Mark Honan,0,1740592050,eng,295,0,2001,Lonely Planet
Three Nights in August: Strategy  Heartbreak  and Joy Inside the Mind of a Manager,H.G. Bissinger,3.88,618710531,eng,287,6870,2006,Mariner Books
Cryptonomicon,Neal Stephenson,4.25,60512806,eng,1139,83184,2002,Avon
Le Réseau Kinakuta (Cryptonomicon  #2),Neal Stephenson,4.1,2228894168,fre,418,5,2001,Payot
The Confusion (The Baroque Cycle  #2),Neal Stephenson,4.26,60733357,en-US,815,19320,2005,William Morrow Paperbacks
Quicksilver (The Baroque Cycle  #1),Neal Stephenson,3.93,60593083,eng,927,30872,2004,HarperCollins Perennial
The Cobweb,Neal Stephenson/J. Frederick George,3.61,553383442,eng,448,2465,2005,Spectra Books
The Big U,Neal Stephenson,3.25,380816032,en-US,308,4657,2001,William Morrow Paperbacks
The Diamond Age: Or  A Young Lady's Illustrated Primer,Neal Stephenson/Pedro Jorge Romero,4.19,553380966,eng,499,71042,2000,Spectra
Interface,Neal Stephenson/George F. Jewsbury/Stephen  Bury,3.68,553383434,eng,640,4731,2005,Spectra
Odalisque (The Baroque Cycle  Vol. 1  Book 3),Neal Stephenson,4.2,60833181,en-US,464,1567,2006,HarperTorch
Snow Crash,Neal Stephenson/Guy Abadia,4.03,553380958,eng,438,188100,2000,Bantam Books
Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume II: The Endgame,Dan Harrington/Bill Robertie,4.16,1880685353,eng,450,1474,2005,Two Plus Two Publishing LLC
Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume I: Strategic Play,Dan Harrington/Bill Robertie,4.24,1880685337,eng,381,1929,2004,Two Plus Two Publishing LLC
The Design of Everyday Things,Donald A. Norman,4.17,465067107,eng,240,18602,2002,Basic Books
Emotional Design: Why We Love (or Hate) Everyday Things,Donald A. Norman,3.95,465051367,eng,272,3702,2005,Basic Books
The Psychology of Everyday Things,Donald A. Norman,4.17,465067093,eng,257,265,1988,Basic Books
No Price Too High: A Pentecostal Preacher Becomes Catholic - The Inspirational Story of Alex Jones as Told to Diane Hanson,Alex C. Jones/Diane M. Hanson/Stephen K. Ray,4.27,898709199,en-GB,259,51,2006,Ignatius Press
The Alchemist,Paulo Coelho/Alan R. Clarke/James Noel Smith,3.86,60887966,eng,192,920,2006,HarperOne
The Alchemist,Paulo Coelho/Alan R. Clarke/Özdemir İnce,3.86,61122416,eng,197,1631221,1993,HarperCollins
Fullmetal Alchemist  Vol. 9 (Fullmetal Alchemist  #9),Hiromu Arakawa/Akira Watanabe,4.57,142150460X,eng,192,9013,2006,VIZ Media LLC
Fullmetal Alchemist  Vol. 3 (Fullmetal Alchemist  #3),Hiromu Arakawa/Akira Watanabe,4.56,1591169259,eng,192,16666,2005,VIZ Media LLC
Fullmetal Alchemist  Vol. 8 (Fullmetal Alchemist  #8),Hiromu Arakawa/Akira Watanabe,4.57,1421504596,eng,192,11451,2006,VIZ Media LLC
Fullmetal Alchemist  Vol. 1 (Fullmetal Alchemist  #1),Hiromu Arakawa/Akira Watanabe,4.5,1591169208,eng,192,111091,2005,VIZ Media LLC
Fullmetal Alchemist  Vol. 4 (Fullmetal Alchemist  #4),Hiromu Arakawa/Akira Watanabe,4.55,1591169291,eng,200,10752,2005,VIZ Media LLC
The Illustrated Alchemist: A Fable about Following Your Dream,Paulo Coelho/Alan R. Clarke/Mœbius,3.86,006019250X,en-US,198,251,1998,HarperCollins Publishers
Fullmetal Alchemist  Vol. 2 (Fullmetal Alchemist  #2),Hiromu Arakawa/Akira Watanabe,4.52,1591169232,eng,192,14923,2005,VIZ Media LLC
Pompeii,Robert   Harris,3.82,812974611,eng,274,26922,2005,Random House Trade Paperbacks
The Last Days of Pompeii,Edward Bulwer-Lytton/John Gregory Betancourt,3.6,158715739X,eng,360,1156,2002,Borgo Press
Of Mice and Men,John Steinbeck,3.87,142000671,eng,103,1755253,2002,Penguin Books
The Game: Penetrating the Secret Society of Pickup Artists,Neil Strauss,3.74,60554738,en-US,464,20529,2005,It Books
The Westing Game,Ellen Raskin,4.02,014240120X,eng,182,142121,2004,Puffin
The Egypt Game,Zilpha Keatley Snyder,3.83,808553038,eng,215,30231,2009,Turtleback Books
Memoirs of a Geisha,Arthur Golden,4.11,1400096898,eng,503,280309,2005,Vintage Books USA
Memoirs of a Geisha,Arthur Golden,4.11,739326228,eng,434,1301083,2005,Random House Large Print Publishing
Memoirs of a Geisha,Arthur Golden,4.11,99498189,en-US,497,2122,2005,Vintage
Memoirs of a Geisha: A Portrait of the Film,David        James/Peggy Mulloy/Rob Marshall/Arthur Golden,4.08,1557046832,eng,144,145,2005,Newmarket Press
Memoirs of a Geisha,Arthur Golden,4.11,99771519,eng,497,4189,1998,Vintage
Geisha of Gion,Mineko Iwasaki/Rande Brown,3.93,074343059X,eng,334,1556,2003,Pocket Books
Love As A Foreign Language #5,J. Torres/Eric  Kim,3.44,1932664394,eng,58,9,2006,Oni Press
Jungle Love,Margaret Johnson/Philip Prowse,3.41,521750849,eng,95,59,2002,Cambridge University Press
The 5 Love Languages / The 5 Love Languages Journal,Gary Chapman,4.7,802415318,eng,0,22,2005,Moody Publishers
Angels & Demons (Robert Langdon  #1),Dan Brown,3.89,1416524797,eng,736,2418736,2006,Pocket Books
Ángeles y demonios (Robert Langdon  #1),Dan Brown,3.89,849561877X,spa,508,196,2005,Umbriel
Angeles & Demonios,Dan Brown/Raúl Amundaray,3.89,972859896,spa,18,65,2005,FonoLibro
The Da Vinci Code (Robert Langdon  #2),Dan Brown,3.84,307277674,eng,489,1679706,2006,Anchor
The Da Vinci Code,Dan Brown,3.84,076792603X,eng,467,1120,2006,Broadway Books
Da Vinci Code (Robert Langdon  #2),Dan Brown/Daniel Roche,3.84,2266144340,fre,744,377,2005,Pocket
Deception Point,Dan Brown,3.71,1416524800,eng,736,4919,2006,Pocket Books
Deception Point,Dan Brown,3.71,552151769,eng,585,3353,2004,Corgi Books
Deception Point,Dan Brown,3.71,593055071,eng,448,61,2005,Bantam Press
A Killing Rain (Louis Kincaid  #6),P.J. Parrish,4.04,078601606X,eng,383,456,2005,Pinnacle
The Millionaire Next Door: The Surprising Secrets of America's Wealthy,Thomas J. Stanley/William D. Danko,4.03,671015206,eng,258,61760,1998,Gallery Books
Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century,Napoleon Hill,4.18,1585424331,eng,320,88897,2005,Tarcherperigee
Think and Grow Rich,Napoleon Hill,4.18,1932429239,eng,368,48,2004,High Roads Media
Pragmatic Version Control: Using Subversion (The Pragmatic Starter Kit Series),Mike   Mason,3.58,977616657,eng,256,173,2006,Pragmatic Bookshelf
Read My Lips: Sexual Subversion and the End of Gender,Riki Anne Wilchins,3.95,1563410907,en-US,288,253,2005,Firebrand Books
Trump: The Art of the Deal,Donald J. Trump/Tony Schwartz,3.66,345479173,en-US,384,12748,2004,Ballantine Books
The Richest Man in Babylon,George S. Clason,4.26,451205367,eng,194,76451,2008,Berkley Books
The Richest Man in Babylon,George S. Clason,4.26,1419349996,eng,4,86,2005,Recorded Books  Inc.
Shibumi,Trevanian/Gisela Stege,4.21,1400098033,eng,480,9498,2005,Broadway Books
1776,David McCullough,4.07,743226720,eng,386,166916,2006,Simon  Schuster
1776,Peter  Stone/Sherman Edwards,4.22,140481397,eng,192,1299,1976,Penguin Books
The Crescent Obscured: The United States and the Muslim World  1776-1815,Robert J. Allison,3.62,226014908,eng,284,31,2000,University of Chicago Press
The Good Earth (House of Earth  #1),Pearl S. Buck,3.98,1416500189,eng,418,200744,2009,Howard Publishing Co
Purpose Driven Life - For Commuters: What on Earth Am I Here For?,Rick Warren,3.93,310258979,eng,5,26,2005,Zondervan
Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,3.74,60838582,eng,399,190039,2005,Harper Perennial
Fast Food Nation: What The All-American Meal is Doing to the World,Eric Schlosser,3.74,141006870,eng,384,811,2002,Penguin Books
Snow Flower and the Secret Fan,Lisa See,4.07,812968069,eng,269,297533,2006,Random House
The Broker,John Grisham,3.78,385340540,eng,422,72361,2006,Delta
The Power Broker: Robert Moses and the Fall of New York,Robert A. Caro,4.51,394720245,eng,1344,11208,1975,Vintage
The Power Broker: A Novel (Christian Gillette  #3),Stephen W. Frey,3.75,345480600,eng,320,28,2006,Ballantine Books
Body For Life: 12 Weeks to Mental and Physical Strength,Bill Phillips/Michael D'Orso,3.74,60193395,en-US,201,3877,1999,HarperCollins Publishers  Inc.
Body for Life for Women: A Woman's Plan for Physical and Mental Transformation,Pamela Peeke/Cindy Crawford,3.65,1579546013,en-US,288,401,2005,Rodale Books
Eating for Life: Your Guide to Great Health  Fat Loss and Increased Energy!,Bill Phillips,3.95,972018417,eng,405,814,2003,High Point Media
The Warren Buffett Way,Robert G. Hagstrom/Bill Miller/Kenneth L. Fisher,4.13,471743674,en-US,245,228,2005,John Wiley & Sons
The Warren Buffett CEO: Secrets from the Berkshire Hathaway Managers,Robert P. Miles/Tom Osborne,4.07,471430455,eng,432,39,2003,Wiley
Monkey Business: True Story of the Scopes Trial,Marvin N. Olasky/John R. Perry,3.15,805431578,eng,368,26,2005,B Books
Junie B. Jones and a Little Monkey Business (Junie B. Jones  #2),Barbara Park/Denise Brunkus,3.99,679838864,en-US,68,11178,1993,Random House Books for Young Readers
Monkey Business,Sarah Mlynowski,3.67,373250711,eng,392,3379,2004,Red Dress Ink
Liar's Poker,Michael   Lewis,4.15,140143459,eng,256,22843,1990,Penguin Books
Liar's Poker: A Harry Garnish Mystery,Frank McConnell,3.31,802732291,eng,214,13,1993,Walker & Company
Risotto: 30 Simply Delicious Vegetarian Recipes from an Italian Kitchen,Ursula Ferrigno/Jason Lowe/Maxine  Clark,4.08,1841721476,eng,64,8,2001,Ryland Peters & Small
Giada's Family Dinners,Giada De Laurentiis/Victoria Pearson,3.96,030723827X,eng,256,14103,2006,Clarkson Potter
Everyday Italian: 125 Simple and Delicious Recipes,Giada De Laurentiis,3.95,1400052580,eng,256,40125,2005,Clarkson Potter
Everyday Pasta,Giada De Laurentiis/Victoria Pearson,4.09,307346587,eng,240,8822,2007,Clarkson Potter
Tyler's Ultimate: Brilliant Simple Food to Make Any Time,Tyler Florence/Petrina Tinslay,4.09,1400052386,eng,256,3697,2006,Clarkson Potter
Tyler Florence's Real Kitchen: An Indespensible Guide for Anybody Who Likes to Cook,Tyler Florence/JoAnn Cianciulli/Bill Bettencourt/Bobby Flay,4.06,609609971,eng,304,1426,2003,Clarkson Potter Publishers
Eat This Book: Cooking with Global Fresh Flavors,Tyler Florence/Petrina Tinslay,3.92,1400052378,eng,287,275,2004,Clarkson Potter Publishers
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt/Stephen J. Dubner,3.97,61234001,eng,320,628745,2006,William Morrow
Freakonomics: Un economista políticamente incorrecto explora el lado oculto de lo que nos afecta,Steven D. Levitt/Stephen J. Dubner,3.97,8466625127,spa,250,193,2006,Ediciones B
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt/Stephen J. Dubner,3.97,61245135,en-US,496,98,2006,Harper
The Last Assassin (John Rain  #5),Barry Eisler,4.27,399153594,eng,338,189,2006,Putnam Publishing Group
Life of Pi,Yann Martel,3.91,156030209,en-US,401,4318,2004,Mariner Books / Harvest Books
L'Histoire de Pi,Yann Martel/Nicole Martel/Emile Martel,3.91,828808392,fre,448,177,2005,Gallimard
Shadows and Wind: A View of Modern Vietnam,Robert Templer,3.49,140285970,eng,400,102,1999,Penguin Books
A Million Little Pieces,James Frey,3.65,307276902,eng,515,206011,2005,Anchor Books
A Million Little Pieces of Feces,Python Bonkers,3.56,1411677315,en-US,256,43,2006,Lulu.com
A Million Little Lies,James Pinocchio/Pablo Fenjves,3.41,61171468,en-US,191,201,2006,William Morrow Paperbacks
The Leadership Challenge,James M. Kouzes/Barry Z. Posner,4.05,787968331,en-US,458,873,2003,Jossey-Bass
Lincoln on Leadership: Executive Strategies for Tough Times,Donald T. Phillips,4.14,446394599,eng,193,5354,1993,Business Plus
Leadership in Organizations,Gary Yukl,3.68,131494848,en-GB,542,55,2005,Prentice Hall
Leadership,Rudolph W. Giuliani,3.72,316861014,eng,397,1820,2002,Little  Brown
Men Are from Mars  Women Are from Venus,John Gray,3.55,60574216,eng,368,132062,2012,Harper Paperbacks
Mars and Venus Book of Days: 365 Inspriations to Enrich Your Relationships,John Gray,3.62,60192771,en-US,368,18,1998,Harper
Men Are from Mars  Women Are from Venus,John Gray,3.55,006123205X,eng,2,43,2007,HarperAudio
How to Succeed with Women,Ron  Louis/David Copeland,3.76,735200300,en-US,320,82,1998,Prentice Hall Press
The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,4.05,553381679,eng,512,184418,2002,Bantam
The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,4.05,517542021,eng,468,495,1980,Crown Publishing Group
Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,4.26,393324818,eng,317,85094,2004,W. W. Norton  Company
Juiced Official Strategy Guide,Doug Walsh,0,744005612,eng,112,0,2005,BradyGames
The 48 Laws of Power,Robert Greene/Joost Elffers,4.18,140280197,eng,452,60946,2000,Penguin (Business)
Gates of Fire,Steven Pressfield,4.42,055338368X,eng,392,21934,2005,Bantam
Fire Sea (The Death Gate Cycle  #3),Margaret Weis/Tracy Hickman,4.07,553295411,eng,414,16312,1992,Spectra Books
The Gate of Fire (Oath Of Empire Book Two),Thomas Harlan,3.58,812590104,en-US,721,146,2001,Tor Classics
The Afghan Campaign,Steven Pressfield,3.96,038551641X,eng,354,3002,2006,Doubleday Books
Tides of War,Steven Pressfield,3.9,553381393,eng,448,3422,2001,Bantam
Last of the Amazons,Steven Pressfield,3.76,553382047,eng,400,2138,2003,Bantam
The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,Steven Pressfield/Robert McKee,4,446691437,eng,168,53653,2003,Warner Books
Gita on the Green,Stephen J. Rosen/Steven Pressfield,3.78,826413013,en-US,176,14,2002,Continuum
Blood Stripes: The Grunt's View of the War in Iraq,David J. Danelo/Steven Pressfield,3.91,811701646,eng,340,85,2006,Stackpole Books
Phaedrus and Letters VII and VIII,Plato/Walter Hamilton,4.1,140442758,en-US,160,226,1973,Penguin Classics
Phaedrus,Plato/Robin Waterfield,3.92,192802771,eng,128,29,2003,Oxford University Press  USA
Phaedrus,Plato/C.J. Rowe,3.92,140449744,eng,176,236,2005,Penguin Classics
Lysis/Phaedrus/Symposium: Plato on Homosexuality,Plato/Benjamin Jowett,4.47,879756322,eng,157,14,1991,Prometheus Books
Enthusiasm and Divine Madness,Josef Pieper/Richard Winston/Clara Winston,4.5,189031823X,eng,125,26,2019,St. Augustines Press
On Love: Lysis/Symposium/Phaedrus/Alcibiades/Selections from Republic & Laws,Plato/C.D.C. Reeve,4.06,872207889,eng,272,154,2006,Hackett Publishing Company  Inc.
Gorgias/Phaedrus (Agora),Plato/James H. Nichols Jr.,4.35,801435307,eng,233,18,1998,Cornell University Press
Statesman,Plato/C.J. Rowe,3.85,872204626,eng,128,28,1999,Hackett Publishing Company  Inc.
Gorgias,Plato/Walter Hamilton/Chris Emlyn-Jones,3.95,140449043,en-GB,208,8186,2004,Penguin Classics
The Histories,Herodotus/Aubrey de Sélincourt/John M. Marincola,3.99,140449086,eng,716,34727,2003,Penguin Books
The Histories,Herodotus/Aubrey de Sélincourt/John M. Marincola,3.99,140446389,eng,622,227,1954,Penguin Classics
The History (Great Minds),Herodotus/Henry Francis Cary,3.99,879757779,en-US,613,2,1992,Prometheus Books
The Histories,Herodotus/Carolyn Dewald/Robin Waterfield,3.99,192824252,eng,772,271,1998,Oxford University Press
The Histories,Herodotus/Aubrey de Sélincourt/Andrew Robert Burn,3.99,140440348,en-US,653,143,1970,Penguin Classics
The Histories,Herodotus/Jennifer Tolbert Roberts/Walter Blanco,3.99,393959465,en-US,464,40,1992,W.W. Norton & Company
The Histories,Herodotus/Edward Henry Blakeney/George Rawlinson/Rosalind Thomas,3.99,375400613,en-US,816,132,1997,Everyman's Library 234
The History,Herodotus/Peter Grene,3.99,226327701,en-US,710,36,1987,University of Chicago Press
The Iliad,Homer/Robert Fagles/Bernard Knox,3.86,140275363,eng,683,288792,1999,Penguin Classics
Iliad,Homer/Stanley Lombardo/Sheila Murnaghan,3.86,872203522,en-US,574,1058,1997,Hackett Publishing Company  Inc.
The Iliad,Homer/Robert Fitzgerald/Andrew Ford,3.86,374529051,en-US,588,692,2004,Farrar  Straus and Giroux
The Iliad/The Odyssey,Homer/Robert Fagles/Bernard Knox,4.04,147712556,eng,1556,54939,1999,Penguin Classics
The Iliad,Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,3.86,140447946,eng,462,1919,2003,Penguin Classics
The Iliad,Homer/W.H.D. Rouse,3.86,451527372,en-US,312,158,1999,Signet Classics
The Essential Iliad,Homer/Sheila Murnaghan/Stanley Lombardo,3.86,872205428,en-US,216,212,2000,Hackett Publishing Company  Inc.
The Odyssey,Homer/Robert Fagles/Bernard Knox,3.76,143039954,eng,541,760871,2006,Penguin Classics
The Odyssey,Homer/Robert Fitzgerald/D.S. Carne-Ross,3.76,374525749,eng,515,1713,1998,Farrar  Straus and Giroux
The Odyssey,Homer/Richmond Lattimore,3.76,60931957,eng,374,1131,1999,Harper Perennial
The Odyssey,Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,3.76,140449116,eng,324,2543,2003,Penguin Classics
The Odyssey,Homer/W.H.D. Rouse,3.76,451527364,eng,304,262,1999,Signet Classics
Aeneid: Selections from Books 1  2  4  6  10  12,Virgil/Barbara Weiden Boyd,4.35,086516584X,eng,161,69,2001,Bolchazy-Carducci Publishers
Eclogues. Georgics. Aeneid: Books 1-6,Virgil/Henry Rushton Fairclough/G.P. Goold,4.22,067499583X,mul,607,414,1999,Harvard University Press
City Eclogue,Ed Roberson,4.13,1891190237,eng,136,67,2006,Atelos Press
The Eclogues and The Georgics,Virgil/Cecil Day-Lewis,3.8,192837680,eng,180,259,1999,Oxford University Press
Paul Kirk's Championship Barbecue Sauces: 175 Make-Your-Own Sauces  Marinades  Dry Rubs  Wet Rubs  Mops and Salsas,Paul  Kirk,3.94,155832125X,eng,272,55,1997,Harvard Common Press
The Complete Pelican Shakespeare,William Shakespeare/Stephen Orgel/A.R. Braunmuller,4.5,141000589,eng,1808,578,2002,Viking
The Complete Works,William Shakespeare,4.5,517092948,eng,1248,62,1991,Gramercy
Hamlet,William Shakespeare/Harold Bloom/Rex Gibson,4.02,521618746,eng,289,609271,2005,Cambridge University Press
The Compleat Works of Wllm Shkspr (abridged),Reduced Shakespeare Company/Adam Long/Daniel Singer/Jess Winfield,4.44,1557831572,eng,137,8159,1994,Applause Books
The Pilgrimage: A Contemporary Quest for Ancient Wisdom,Paulo Coelho/Alan R. Clarke,3.64,006251279X,en-US,272,888,1995,HarperOne
The Valkyries,Paulo Coelho/Alan R. Clarke,3.31,62513346,en-US,212,1204,1996,HarperOne
Warrior of the Light,Paulo Coelho,3.7,60527986,en-US,142,22662,2004,HarperOne
The Zahir,Paulo Coelho/Margaret Jull Costa,3.57,60832819,eng,336,58917,2006,HarperOne
By the River Piedra I Sat Down and Wept,Paulo Coelho/Alan R. Clarke,3.57,61122092,eng,208,70760,2006,HarperOne
The Fifth Mountain,Paulo Coelho/Clifford E. Landers,3.62,60930136,en-US,256,1415,2000,HarperOne
Veronika Decides to Die,Paulo Coelho/Margaret Jull Costa/Kâmuran Şipal,3.7,61124265,eng,210,132064,2006,Harper Perennial
Hamlet,William Shakespeare/Stephen Orgel/A.R. Braunmuller,4.02,140714545,eng,148,1658,2001,Penguin Books
Cliffs Notes on Shakespeare's Hamlet,Carla Lynn Stockton,3.69,764586033,en-US,129,65,2000,Cliffs Notes
Shakespeare's Hamlet,William Shakespeare/Terri Mategrano,4.02,764585681,eng,240,102,2000,Cliffs Notes
Hamlet's Mill: An Essay Investigating the Origins of Human Knowledge and Its Transmission Through Myth,Giorgio De Santillana/Hertha Von Dechend,4.29,879232153,eng,450,489,2015,Nonpareil Books
History of the Peloponnesian War: Bk. 1-2,Thucydides/C.F. Smith,4.32,674991206,mul,496,208,1919,Harvard University Press
On Justice  Power and Human Nature: Selections from The History of the Peloponnesian War,Thucydides/Paul Woodruff,3.72,872201686,eng,172,610,1993,Hackett Publishing Company  Inc.
History of the Peloponnesian War: Bk. 5-6,Thucydides/C.F. Smith,4.35,674991222,mul,400,38,1921,Harvard University Press
The Peloponnesian War,Thucydides/Steven Lattimore,3.9,872203948,eng,530,154,1998,Hackett Publishing Company  Inc.
The Peloponnesian War: A New Translation  Backgrounds  Interpretations,Thucydides/Jennifer Tolbert Roberts/Walter Blanco,3.9,393971678,eng,554,24,1998,W. W. Norton & Company
History of the Peloponnesian War  Bk. 7-8,Thucydides/C.F. Smith,4.29,674991877,eng,480,35,1923,Harvard University Press
Thucydides  Book 6 Commentary,Cynthia W. Shelmerdine,4.5,929524357,eng,34,2,1989,Bryn Mawr Commentaries
Euripides I: Alcestis / The Medea / The Heracleidae / Hippolytus,Euripides/Richmond Lattimore/David Grene/Rex Warner/Ralph Gladstone,4.03,226307808,eng,221,4483,1955,University of Chicago Press
Euripides V: Electra / The Phoenician Women / The Bacchae,Euripides/David Grene/Richmond Lattimore/Emily Townsend Vermeule/Elizabeth Wyckoff/William Arrowsmith,4.21,226307840,eng,228,3334,1969,University of Chicago Press
Euripides IV: Rhesus / The Suppliant Women / Orestes / Iphigenia in Aulis,Euripides/David Grene/Richmond Lattimore/William Arrowsmith/Frank William Jones/Charles R. Walker,4.21,226307832,eng,307,560,1968,University of Chicago Press
Grief Lessons: Four Plays by Euripides,Anne Carson/Euripides,4.4,1590171802,eng,312,679,2006,New York Review of Books
Ten Plays,Euripides/Moses Hadas/John Maclean,4.17,553213636,en-US,432,1464,1990,Bantam Classics
Euripides III: Hecuba / Andromache / The Trojan Women / Ion (Complete Greek Tragedies  #7),Euripides/David Grene/Richmond Lattimore/William Arrowsmith/John Frederick Nims/Ronald Frederick Willetts,4,226307824,eng,255,541,1992,University of Chicago Press
Euripides II: The Cyclops / Heracles / Iphigenia in Tauris / Helen,Euripides/David Grene/Richmond Lattimore/Witter Bynner/William Arrowsmith,4.31,226307816,eng,264,790,2002,University of Chicago Press
Medea and Other Plays,Euripides/John Davie/Richard Rutherford,4.03,140449299,eng,206,9197,2003,Penguin Books
Cyclops / Alcestis / Medea,Euripides/David Kovacs,4.23,674995600,mul,432,61,1994,Loeb Classical Library
Medea,Euripides/Donald J. Mastronarde,3.87,521643864,grc,431,201,2002,Cambridge University Press
The Bacchae and Other Plays,Euripides/John Davie/Richard Rutherford,4.14,140447261,eng,360,164,2006,Penguin Classics
Bakkhai,Euripides/Reginald Gibbons/Peter H. Burian,3.88,195125983,eng,160,154,2001,Oxford University Press  USA
Plays 1: Medea/The Phoenician Women/Bacchae,Euripides/David Thompson/J. Michael Walton,3.78,413752801,eng,192,9,2000,Bloomsbury Methuen Drama
The Trojan Women and Hippolytus,Euripides,3.63,486424626,eng,64,34,2002,Dover Publications
The Bacchae of Euripides: A Communion Rite,Wole Soyinka,3.86,393325830,eng,128,116,2004,W. W. Norton  Company
Orestes and Other Plays,Euripides/James Morwood/Robin Waterfield,4.1,192832603,eng,282,158,2001,Oxford University Press
Children of Heracles / Hippolytus / Andromache / Hecuba,Euripides/David Kovacs,4.26,674995333,mul,528,27,1995,Loeb Classical Library
Alcestis,Euripides/William Arrowsmith,3.83,195061667,eng,142,1950,1990,Oxford University Press  USA
Suppliant Women / Electra / Heracles,Euripides/David Kovacs,4.47,067499566X,mul,464,30,1998,Loeb Classical Library
Medea,Euripides/Georgia Ann Machemer/Michael   Collier,3.87,195145666,eng,116,367,2006,Oxford University Press  USA
Euripides: Medea,William Allan,4.04,071563187X,eng,160,23,2002,Bristol Classical Press
CliffsNotes on Euripides' Medea and Electra,Robert J. Milch,4.2,822004240,eng,69,5,1965,Cliffs Notes
Trojan Women / Iphigenia Among the Taurians / Ion,Euripides/David Kovacs,4.03,674995740,mul,528,29,1999,Loeb Classical Library
Helen / Phoenician Women / Orestes,Euripides/David Kovacs,4.07,674996003,mul,605,25,2002,Loeb Classical Library
Euripides: Iphigenia at Aulis (Companions to Greek & Roman Tragedy),Euripides/Pantelis Michelakis,4.03,715629948,eng,144,12,2006,Bristol Classical Press
The Complete Greek Tragedies  Volume 3: Euripides,Euripides/David Grene/Richmond Lattimore,4.43,226307662,eng,672,46,1992,University of Chicago Press
Aeschylus I: Oresteia (Agamemnon  The Libation Bearers  The Eumenides),Aeschylus/David Grene/Richmond Lattimore,4.02,226307786,en-US,171,712,1969,University of Chicago Press
